location,address,description,vendor,lat,lon,days_on_site,amenities,bathrooms,parking_lots,num_bedrooms,m2,final_price,price_square_meter,street,neighbourhood,postcode
"Valladolid0, Roma Norte, Cuauhtémoc, Distrito Federal",Valladolid0,"Nocnok ID: MX21-KP3940. La promoción “Salamanca 11” presenta apartamentos desde 42 metros cuadrados, recomendados para todo el público desde estudiantes hasta emprendedores que necesiten invertir en una fuente de ingresos en el futuro, disfrutar de sus atractivos como la fuente de “la Diana cazadora”, el Ángel de Independencia, la fuente de Cibeles, La Glorieta de los insurgentes entre otros, además de tener acceso a cafés, paradas de colectivos, taxis, restaurantes, etc.Este edificio cuenta con Co-Amenidades exclusivas:Yoga y MeditaciónAréa de lavanderíaÁrea de lavado de mascotasCo-libreríaRecepción para comercio electrónicoSalón en la azoteaÁrea de fitnessServicio de limpiezaCuarto de herramientasLugares cercanos al edificio turístico de alto margen:- Fuente de la Diana Cazadora- Fuente de Cibeles- El ángel de la independencia- Glorieta de los insurgentes- Parque México- Museo MUCA Roma- Fuente Virreinal- Museo de arte modernoTenemos varias opciones para ti, o si prefieres tener más espacio o más habitaciones y baños comunícate con nosotros y podemos darte la opción que prefieras.Recomendado para futuras inversiones analizadas para una gran visión empresarial de todos y de fácil acceso. Estátus jurídico: Libre de gravamen.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Mexicosil,19.417759,-99.167813,120,4.081349206,1,1,1,42,3425000,81547.61905,Calle Valladolid,Colonia Roma Norte,6700
"Roma Privada, Roma Privada, Monterrey, Nuevo León",Roma Privada,"4169038 MST26.1m de Jardín Tipo B, Nivel 1Enganche del 30% con financiamiento a 24 meses con un 10% de SeparacionDiferentes planes y propuestas de InversionExcelente Desarrollo de Usos Mixtos Buscando la amplitud en espacios perfectamente aprovechados.a 700m del Tecnologico de Monterrey, lo que garantiza una excelente plusvalía.Los departamentos cuentan con tres recamaras y en diversos modelos ofrecen Jardin ó terraza social.Desarrollo de usos mixtos, compuesto de Departamentos y dos pisos de Locales comerciales, Ubicado en la colonia Roma, a pocos metros de Av. Eugenio Garza SadaSala - Comedor de muy buen tamañoCocinaLavanderiaRecamara Principal con Walkin ClosetDos recamaras secundarias comparten bañoUn cajon de Estacionamiento y la posibilidad de comprar un segundo  Listos para el tercer trimestre del 202330% de Enganche a completar en la fecha de entregaExtraordinaria oportunidad de InversionLos Departamentos mas amplios de la zona, todos cuentan con 3 RecamarasAreas verdes dentro del complejo EasyBroker ID: EB-HX7946",Horacio Zamarripa Rivas,25.6455113,-100.3000259,240,5,2,1,3,105,5118269,48745.41905,Florencia Nightingale,Jardines Roma,64700
"Venta De Departamento En La Roma, Roma Sur, Cuauhtémoc, Distrito Federal",Venta De Departamento En La Roma,"SKG Asesores Inmobiliarios VENDE excelente departamento a estrenar en Col. Roma de  129 m2 mas increíble roof Garden privado de 33 m2 y terraza de 8m2 . Cuenta con 2 recamaras  con baño y clóset terminados  , cuenta con medio baño para visitas , comedor , acceso al balcon de 8 m2 , cocina completa con estufa y horno de microondas , amplio cajón de estacionamiento para coche o camioneta mas un espacio adicional para bicicleta o moto . El edificio centa con vigilancia 24 /7 , cámara de circuito cerrado y caseta de vigilancia . El edificio es eco-friendly ya que se instaló tecnología de sistema de riego por goteo y captación de agua pluvial que favorece el crecimiento de plantas en nuestros muros verdes y raciona el uso de agua.Diseño y construcción de estructura que cumple con los más altos estándares de seguridadDebido a su ubicacion cuenta con facilidad de acceso a vialidades importantes, restaurantes, escuelas, parques, hospitales, distintos medios de transporte y más. Por eso es de las mejores zonas para vivir en la Ciudad de México.",Skgasesoresinmobiliarios,19.4196927,-99.1560364,365,4.081349206,2,1,2,129,8200000,63565.89147,Calle Frontera,Colonia Juárez,6700
"Veracruz, Roma Norte, Cuauhtémoc, Distrito Federal",Veracruz,"Un edificio desarrollado con un diseño de JSa Arquitectura y acabados de lujo distribuido en 8 pisos con 24 departamentos y 2 locales comerciales, a solo unas cuadras del parque España. Departamentos y estudios con diferentes tipologías desde 58.16 m2 hasta 214.66 m2. Con precios desde $5,420,077.86 hasta $18,006,547 MXN. Cuentan con 1 o2 habitaciones, 1.5-baños. Todos cuentan con terraza o patio y dos penthouse con roof garden privado. Hermosa vista a casa catalogada y jardín central. **DISPONIBILIDAD Y PRECIOS SUJETOS A CAMBIOS SIN PREVIO AVISO**",Espaciosurbanosmx,19.4180125,-99.1748189,210,3,1,1,1,58,5420077,93449.60345,Calle Veracruz,Colonia Condesa,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Lofts y departamentos. Ubicados en La Colonia Roma Norte, El edificio cuenta con 46 departamentos con una area desde 41m2 a 75m2, con un tamaño ideal. Una o dos recamaras, un baño o dos, con Un estacionamiento.Amplio Roof Garden de Uso Comun.Precios desde  $3,130,000 hasta $5,750,000 BodegaSe entregan con acabados de lujo, completamente equipados, Cocina , Centro de Lavado y Persianas. EasyBroker ID: EB-CC3329",Safe Rent,19.412896,-99.1623996,365,4,2,1,2,57,4050000,71052.63158,Avenida Monterrey,Colonia Roma Norte,6700
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Moderno departamento de 130. 71 m2Habitables: 97.25 m22 Terrazas techadas (una en cada recámara) : 6.82 m2Estacionamiento 21.24 m2Bodega: 5.4 m2 (Cercana al elevador)El departamento Se encuentra ubicado en el último piso y es exterior.- Estancia donde se encuentra la sala y comedor, muro de piedra con luz indirecta y piso de mármol.- Cocina integral con barra de granito- Sala de TV (opción a tercer recámara)- Recámara principal con: baño, walk in clóset y terraza- Recámara secundaria con: baño, clóset y terraza- Amplio pasillo - Área de lavado independiente con lavadero, boiler de paso y lugar para lavadora y secadora.- 2 Lugares de estacionamiento libresEdificio de 10 Departamentos distribuido en 3 niveles. Equipado con:- Elevador que da servicio desde el estacionamiento hasta el Roof Garden.- Sala de recepción- Gimnasio- Caseta de vigilancia para guardia de seguridad (contratado con empresa especializada). - Circuito cerrado de video vigilancia, con monitoreo en todo el edificio, grabación de video 24 hrs.. - Roof Garden con vista panorámica de 210 m2 equipado con baño , asador y tarja.- Estacionamiento con encendido de lámparas automáticas, , puerta de acceso automática vía control remoto, elevador con dispositivo, chip para movimiento.- 2 Cisternas con sistema automático de distribución. - Medidores de agua, luz y gas independientes- Área de basura oculta y sin olores- Amplios e iluminados pasillos de distribución - Bodega de materiales de limpieza y mantenimientoSeguridad 24/7",Airnetwork Asesores Inmob,19.405299,-99.1649891,14,4,2,2,2,130,4780000,36769.23077,Calle Quintana Roo,Colonia Roma Sur,6760
"Chiapas, Roma Norte, Cuauhtémoc, Distrito Federal",Chiapas,"8 exclusivos departamentos en edificio restaurado al 100 % por el Arq, Antonio Farré, acabados de lujo, diseño arquitectónico con detalles de gusto exquisito.Departamento 7: 58.25 m2, loft de un solo ambiente, podría dividirse el área de la recámara, cocina abierta, 1 baño completo, terrazade 32 m2 con macetones con árboles de olivo. ExteriorEntrega Inmediata, no hay estacionamiento, en frente está plaza insurgentes y tienen pensiones para lo autos, en la planta baja estará el restaurant migrante de cocina mexicana gourmet",Zona Ryg,19.4117559,-99.1649783,365,2,1,1,1,58,5500000,94827.58621,Calle Chiapas,Centro Urbano Benito Juárez,6700
"Cuauhtémoc, Distrito Federal",,"¡LISTO PARA YA TENER TU PROPIO DEPARTAMENTO!CON ESTA OPORTUNIDAD POR MEDIO DE RECUPERACIÓN BANCARIA(son inmuebles recuperados por el banco por falta de pago)APROVECHA! NUESTROS INMUEBLES SE ENCUENTRAN A MENOR PRECIO DE SU AVALUO COMERCIAL REAL, OFRECEMOS TODAS LAS GARANTÍAS Y LA INFORMACIÓN PARA ASESORARLO.JALAPA 99, ROMA NORTE, CUAUHTÉMOC, C.P. 06700, CDMX.CARACTERÍSTICAS: *3 recamaras *2 baños *sala *comedor *cocina *80m2.EQUIPAMIENTO: Clínica Rinofast, Hospital Álvaro Obregón, Plaza Luis Cabrera, Plaza Rio de Janeiro, Estación de Metrobús Álvaro Obregón, Parque Juan Rulfo. Contacto para más información;joshua.lara@sinergia-consultores.comCelular; 55-4967-1689Ref-JLS-SepV-#4732",Consultores Patrimoniales,19.4184822,-99.1614643,90,4.081349206,2,1,3,80,3840000,48000,Jalapa,Zona Rosa,6700
"Roma Norte, Cuauhtémoc, Distrito Federal",,"Desarrollo de departamentos tipo estudio, con 36 departamentos en 7 niveles. Disponibles simplex y dúplex, con dimensiones entre los 31.89m2 y los 34.63 m2. Algunos cuentan con terraza y closet de lavado. Espacios comerciales en PB y sótano. Ubicado en el corazón de la popular colonia Roma Norte, en la calle más importante, con el camellón más amplio y las mejores vistas arboladas de la zona; el proyecto estará rodeado de las mejores galerías de arte, tiendas y restaurantes. Un edificio desarrollado con un diseño de JSa Arquitectura.**DISPONIBILIDAD Y PRECIOS SUJETOS A CAMBIOS SIN PREVIO AVISO**",Espaciosurbanosmx,19.4195256,-99.162549,210,2,1,1,1,31,3060008,98709.93548,Calle Colima,Colonia Roma Norte,6700
"Cuauhtémoc, Distrito Federal",,"Distribución Aprox : 3 recamaras 2 baños Sala,Comedor,Cocina 2 estacionamientos -REMATE BANCARIO que proviene de un listado de propiedades recuperadas por el banco. -Los inmuebles se encuentran entre un 50% y un 70% por debajo de su Valor Comercial. -Obtén hasta un 70% de utilidad. -Excelente oportunidad de inversión o para habitar *PAGO DE CESIÓN ANTE NOTARIO PÚBLICO * TOTAL: $840,259SE ADQUIERE ÚNICAMENTE CON RECURSOS PROPIOS.JUNIO-459",Consultores Patrimoniales,19.4017853,-99.168802,90,4.081349206,2,2,3,157,840259,5351.968153,Calle Hermosillo,Colonia Roma Sur,6760
"Av. Cuahtemoc, Roma Sur, Cuauhtémoc, Distrito Federal",Av. Cuahtemoc,"MODERNO DEPARTAMENTO COL. ROMA RUR Estancia, Comedor, Cocina, Cuarto de Servicio,1 Baño Y 3 Recamaras (Recámara Principal con baño completo y vestidor)Elevador.Un lugar de Estacionamiento cubierto y Bodega.AMPARO LÓPEZ TEL. 5518503355",Heyserenta Com,19.4055473,-99.1560374,60,5,2,1,3,93,4190000,45053.76344,Calle Bajío,Colonia Roma Sur,6760
"San Luis Potosi, Roma Norte, Cuauhtémoc, Distrito Federal",San Luis Potosi,"Cuadra 134 es un proyecto de los reconocidos Javier Sánchez y Aisha Ballesteros, ubicado en la colonia Roma, el cual se conforma de comercios y viviendas.Se entregarán con acabados de lujo, llave en mano para que estrenes tu nuevo hogar. Todos los departamentos cuentan con terraza y/o balcones y patios.** PRECIOS Y DISPONIBILIDAD SUJETOS A CAMBIOS SIN PREVIO AVISO**",Espaciosurbanosmx,19.413879,-99.160909,41,2,1,1,1,60,4500000,75000,Calle San Luis Potosí,Colonia Roma Norte,6700
"Roma Sur, Cuauhtémoc, Distrito Federal",,El vendedor no incluyó una descripción del inmueble.,Rent A House Cdmx,19.405299,-99.1649891,12,4.081349206,3,1,3,193,6195000,32098.4456,Calle Quintana Roo,Colonia Roma Sur,6760
"Cuauhtémoc, Distrito Federal",,"DEPARTAMENTO EN VENTA, BUENA UBICACION, BUENAS CONDICIONES, LISTA PARA HABITARLO INMEDIATAMENTE",Consultores Patrimoniales,19.4296796,-99.1576152,90,4.081349206,1,1,2,80,4200000,52500,Calle Roma,Colonia Juárez,6600
"Roma Privada, Roma Privada, Monterrey, Nuevo León",Roma Privada,"4169040 MST25.8m de Jardín Tipo H, Nivel 3Enganche del 30% con financiamiento a 24 meses con un 10% de SeparacionDiferentes planes y propuestas de InversionExcelente Desarrollo de Usos Mixtos Buscando la amplitud en espacios perfectamente aprovechados.a 700m del Tecnologico de Monterrey, lo que garantiza una excelente plusvalía.Los departamentos cuentan con tres recamaras y en diversos modelos ofrecen Jardin ó terraza social.Desarrollo de usos mixtos, compuesto de Departamentos y dos pisos de Locales comerciales, Ubicado en la colonia Roma, a pocos metros de Av. Eugenio Garza SadaSala - Comedor de muy buen tamañoCocinaLavanderiaRecamara Principal con Walkin ClosetDos recamaras secundarias comparten bañoUn cajon de Estacionamiento y la posibilidad de comprar un segundo  Listos para el tercer trimestre del 202330% de Enganche a completar en la fecha de entregaExtraordinaria oportunidad de InversionLos Departamentos mas amplios de la zona, todos cuentan con 3 RecamarasAreas verdes dentro del complejo EasyBroker ID: EB-HX8041",Horacio Zamarripa Rivas,25.6446601,-100.2947474,240,5,2,1,3,112,5511689,49211.50893,Calle Río Bravo,México,64700
"Medellin340, Roma Sur, Cuauhtémoc, Distrito Federal",Medellin340,"Nocnok ID: MX22-MH3959. ¡Aprovecha una Gran Oportunidad de Ahorro!Recuerda que nosotros te apoyamos durante el proceso de adquisición. Propiedad  muy bien  ubicada y  cerca de centros comerciales, escuelas, hospitales y fácil acceso a principales vías de comunicación. Todos nuestros inmuebles se encuentran entre el 30-70% debajo de su valor comercial, no aplican créditos Infonovit  Fovisste e hipotecarios, únicamente recursos propios.Somos la empresa líder en México en operaciones de este  tipo. Si estas interesado, no pierdas la oportunidad de tener tu hogar  y Agenda tu cita en nuestras oficinas y obtén tu asesoría SIN COSTO  Entregas garantizadas, contáctanos sin ningún tipo de compromiso.ADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Círculo Inmobiliario,19.404442,-99.162688,38,4.081349206,2,1,2,150,920000,6133.333333,Medellín,Colonia Roma Sur,6760
"Roma Sur, Cuauhtémoc, Distrito Federal",,"Departamento en Venta, Col. Roma Surcalle tranquila, y buena ubicación de la zona del corredor Roma-Condesa, calidad en su construcción.Desde 106.90 m2varias opciones con: terraza, balcón, roof garden.2 recámaras2.5 bañoscocina integral (abierta)2 autosbodegavigilanciaNota: Preguntar precios y metraje EasyBroker ID: EB-HO3653",Spacio Bienesraices,19.4036152,-99.1672218,270,5,2,1,2,106,7126687,67232.89623,Calle Tuxpan,Colonia Roma Sur,6760
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Snsn,"Nocnok ID: MX21-LV5797. Bajío es una mezcla de casa antigua con lo que esperas ver en un edificio totalmente nuevo y moderno.El terreno tenía una casa catalogada y preciosa, esta casa fue ocupada como casa club, se remodeló a manera de que pudieran poner ahí algunas de las amenidades con las que cuenta el desarrollo, inicia con una sala de estar preciosa, un gimnasio con muy buenos apartados, bien equipado, roof garden de área común muy amplio, con barra y grill además de que esta amueblado con sillas, bancos, mesitas y de centro y sillones.Cuentan con salas de juntas business center, cafetería.Fuera de esta parte del desarrollo, tenemos jardines muy verdes y amplios, piscina con sombrillas y camastros, vigilancia 24 hrs.Es un desarrollo de 84 departamentos divididos en 2 torres, ningún departamento cuenta con balcón. El mantenimiento ronda alrededor de 3,300 mensuales. Los departamentos que “se venden rentados” ya están totalmente equipados, y se entregan con inquilino ESTA IDEAL SI LO QUE BUSCAS ES INVERTIR PUES EL PROCESO DE RENTA YA TE LO ADELANTO EL DESARROLLADOR. Cabe resaltar que los departamentos de doble altura, es únicamente eso, no es de dos niveles, su altura ronda alrededor de los 7mts.Departamento consta de 111m2 habitables.Cuenta conSala, comedor, cocina,3 recamaras2 baños2 cajones de estacionamientoPRECIO DE VENTA 6, 870,000VIVE EN LA COLONIA ROMA SUR AGENDA TU CITA FOTOS ILUSTRATIVASADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Buscatuhogarmexico,19.405299,-99.164989,60,4.081349206,2,1,3,111,6870000,61891.89189,Calle Quintana Roo,Colonia Roma Sur,6760
"Snsn, Roma Sur, Cuauhtémoc, Distrito Federal",Snsn,"Nocnok ID: MX21-LV5802. Bajío es una mezcla de casa antigua con lo que esperas ver en un edificio totalmente nuevo y moderno.El terreno tenía una casa catalogada y preciosa, esta casa fue ocupada como casa club, se remodeló a manera de que pudieran poner ahí algunas de las amenidades con las que cuenta el desarrollo, inicia con una sala de estar preciosa, un gimnasio con muy buenos apartados, bien equipado, roof garden de área común muy amplio, con barra y grill además de que esta amueblado con sillas, bancos, mesitas y de centro y sillones.Cuentan con salas de juntas business center, cafetería.Fuera de esta parte del desarrollo, tenemos jardines muy verdes y amplios, piscina con sombrillas y camastros, vigilancia 24 hrs. Es un desarrollo de 84 departamentos divididos en 2 torres, ningún departamento cuenta con balcón. El mantenimiento ronda alrededor de 3,300 mensuales. Cabe resaltar que los departamentos de doble altura, es únicamente eso, no es de dos niveles, su altura ronda alrededor de los 7mts.Departamento consta de 180m2 habitables,60m2 jardin,total 240m2 Cuenta con Sala, comedor, cocina,3 recamaras2 baños2 cajones de estacionamiento PRECIO DE VENTA 11,050,000 UNA EXCELENTE OPCION PARA VIVIR AGENDA TU CITA FOTOS ILUSTRATIVASADVERTENCIA:  Recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. NOCNOK no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com.",Buscatuhogarmexico,19.405299,-99.164989,60,4.081349206,2,1,3,180,11050000,61388.88889,Calle Quintana Roo,Colonia Roma Sur,6760
